id,informal_group,scientific_name,common_name
364662,89,Carpobrotus aequilaterus,
364658,89,Carpobrotus edulis,
364659,89,Carpobrotus edulis,
364660,89,Carpobrotus edulis var. chrysophthalmus,
364669,89,Carpobrotus edulis var. chrysophthalmus,
358570,87,Carpogymnia dryopteris,
358590,87,Carpogymnia dryopteris,
358119,89,Carum majus,
361048,89,Castalia alba,
359609,89,Caucalis anthriscus,
359611,89,Caucalis japonica,
360137,89,Centaurea scabiosa,
360152,89,Centranthus ruber,
358043,89,Cerastium arvense,
360157,89,Cerastium fontanum,
358050,89,Cerastium glomeratum,
358061,89,Cerastium viscosum,
358060,89,Cerastium viscosum,
358051,89,Cerastium viscosum,
360168,89,Cerastium vulgatum,
360172,89,Cerastium vulgatum,
360173,89,Ceratocapnos claviculata,
360174,89,Ceratocapnos claviculata,
359856,89,Cerefolium sylvestre,
360204,87,Ceterach ceterach,
360185,87,Ceterach ceterach,
360203,87,Ceterach ceterach,
360182,87,Ceterach officinarum,
360183,87,Ceterach officinarum,
360189,87,Ceterach vulgare,
358062,89,Chaenorhinum minus,
359857,89,Chaerophyllum sylvestre,
358070,89,Chaerophyllum temulentum,
358069,89,Chaerophyllum temulum,
358858,89,Chamomilla recutita,
360205,89,Chenopodium album,
360206,89,Chenopodium album,
360208,89,Chenopodium album subsp. reticulatum,
360207,89,Chenopodium album var. reticulatum,
359552,89,Chenopodium maritimum,
359951,89,Chlora perfoliata,
360846,89,Chrysanthemum leucanthemum,
368735,89,Chrysanthemum segetum,
359629,89,Chrysaspis campestre,
359641,89,Chrysaspis dubium,
360210,89,Chrysosplenium oppositifolium,
360218,89,Circaea lutetiana,
358086,89,Circium dissectum,
360234,89,Cirsium acaule,
358077,89,Cirsium anglicum,
360244,89,Cirsium arvense,
358075,89,Cirsium dissectum,
358096,89,Cirsium helenioides,
358097,89,Cirsium helenioides,
358087,89,Cirsium heterophyllum,
360269,89,Cirsium lanceolatum,
360258,89,Cirsium palustre,
358078,89,Cirsium pratense,
360267,89,Cirsium vulgare,
360669,89,Cistus nummularius,
360286,89,Clematis vitalba,
358098,89,Clinopodium acinos,
360236,89,Cnicus acaulos,
360246,89,Cnicus arvensis,
358090,89,Cnicus heterophyllus,
360270,89,Cnicus lanceolatus,
360260,89,Cnicus palustris,
358079,89,Cnicus pratensis,
364722,89,Cochlearia,
358107,89,Coeloglossum viride,
360302,89,Colchicum autumnale,
360139,89,Colymbada scabiosa,
361324,89,Comarum palustre,
358120,89,Conopodium denudatum,
358118,89,Conopodium majus,
358135,89,Cornus sanguinea,
360176,89,Corydalis claviculata,
360309,89,Corylus avellana,
360318,89,Crambe maritima,
358149,89,Crassula helmsii,
358150,89,Crassula recurva,
360329,89,Crataegus laciniata,
360328,89,Crataegus monogyna,
360330,89,Crataegus monogyna subsp. mongyna,
360332,89,Crataegus monogyna subsp. nordica,
358158,89,Crepis paludosa,
358629,89,Critesion secalinum,
358638,89,Critesion secalinum,
360349,89,Crithmum maritimum,
360366,89,Cruciata chersonensis,
360358,89,Cruciata chersonensis,
360357,89,Cruciata laevipes,
360370,87,Cryptogramma crispa,
360369,87,Cryptogramma crispa,
358573,87,Currania dryopteris,
360388,89,Cuscuta epithymum,
360390,89,Cuscuta europaea var. epithymum,
360389,89,Cuscuta trifolii,
368960,87,Cyathea alpina,
368961,87,Cyathea dentata,
368962,87,Cyathea fragilis,
368963,87,Cyathea incisa,
368986,87,Cyathea regia,
368948,87,Cyathea regia,
368964,87,Cyclopteris dentata,
368965,87,Cyclopteris fragilis,
368966,87,Cyclopteris regia,
358165,89,Cynoglossum officinale,
360399,89,Cynosurus cristatus,
368967,87,Cystea angustata,
368968,87,Cystea dentata,
368969,87,Cystea fragilis,
368970,87,Cystea regia,
368945,87,Cystopteris alpina,
368984,87,Cystopteris alpina,
368946,87,Cystopteris dentata,
358176,87,Cystopteris dickieana,
358175,87,Cystopteris dickieana,
358180,87,Cystopteris fragilis,
368944,87,Cystopteris fragilis,
368971,87,Cystopteris fragilis subsp. alpina,
368985,87,Cystopteris fragilis subsp. dentata,
368951,87,Cystopteris fragilis subsp. dentata,
358177,87,Cystopteris fragilis subsp. dickieana,
358188,87,Cystopteris fragilis subsp. dickieana,
368972,87,Cystopteris fragilis subsp. eu-fragilis,
368973,87,Cystopteris fragilis subsp. regia,
368988,87,Cystopteris fragilis var. angustata,
368949,87,Cystopteris fragilis var. angustata,
368987,87,Cystopteris fragilis var. dentata,
368950,87,Cystopteris fragilis var. dentata,
358189,87,Cystopteris fragilis var. dickieana,
358178,87,Cystopteris fragilis var. dickieana,
368983,87,Cystopteris fragilis var. regia,
368952,87,Cystopteris fragilis var. regia,
368947,87,Cystopteris regia,
358179,87,Cystopteris regia var. dickieana,
358187,87,Cystopteris regia var. dickieana,
358190,89,Cytisus scoparius,
358214,89,Dactylorchis fuchsii,
358210,89,Dactylorchis fuchsii subsp. hebridensis,
358250,89,Dactylorchis fuchsii subsp. hebridensis,
358225,89,Dactylorchis fuchsii subsp. okellyi,
358259,89,Dactylorchis maculata,
358226,89,Dactylorchis okellyi,
358286,89,Dactylorchis praetermissa,
358273,89,Dactylorchis praetermissa,
358288,89,Dactylorchis praetermissa var. junialis,
358277,89,Dactylorchis praetermissa var. junialis,
358206,89,Dactylorhiza fuchsii,
358205,89,Dactylorhiza fuchsii,
358220,89,Dactylorhiza fuchsii subsp. cornubiensis,
358252,89,Dactylorhiza fuchsii subsp. fuchsii,
358207,89,Dactylorhiza fuchsii subsp. fuchsii,
358238,89,Dactylorhiza fuchsii subsp. hebridensis,
358208,89,Dactylorhiza fuchsii subsp. hebridensis,
358209,89,Dactylorhiza fuchsii subsp. okellyi,
358249,89,Dactylorhiza fuchsii subsp. okellyi,
358219,89,Dactylorhiza fuchsii var. alpina,
358240,89,Dactylorhiza fuchsii var. alpina,
358246,89,Dactylorhiza fuchsii var. hebridensis,
358221,89,Dactylorhiza fuchsii var. hebridensis,
358222,89,Dactylorhiza fuchsii var. okellyi,
358251,89,Dactylorhiza fuchsii var. okellyi,
358227,89,Dactylorhiza hebridensis,
358248,89,Dactylorhiza longebracteata,
358245,89,Dactylorhiza longebracteata,
358257,89,Dactylorhiza maculata,
358258,89,Dactylorhiza maculata,
358256,89,Dactylorhiza maculata subsp. fuchsii,
358236,89,Dactylorhiza maculata subsp. fuchsii,
358241,89,Dactylorhiza maculata subsp. fuchsii,
358242,89,Dactylorhiza maculata subsp. fuchsii,
358243,89,Dactylorhiza maculata subsp. fuchsii,
358247,89,Dactylorhiza maculata subsp. fuchsii,
358253,89,Dactylorhiza maculata subsp. fuchsii,
358254,89,Dactylorhiza maculata subsp. fuchsii,
358255,89,Dactylorhiza maculata subsp. fuchsii,
358244,89,Dactylorhiza maculata subsp. okellyi,
358223,89,Dactylorhiza maculata subsp. okellyi,
358280,89,Dactylorhiza majalis subsp. pardalina,
358272,89,Dactylorhiza majalis subsp. praetermissa,
358287,89,Dactylorhiza majalis subsp. praetermissa,
358279,89,Dactylorhiza majalis var. junialis,
358237,89,Dactylorhiza okellyi,
358217,89,Dactylorhiza okellyi,
358281,89,Dactylorhiza pardalina,
358269,89,Dactylorhiza praetermissa,
358270,89,Dactylorhiza praetermissa,
358276,89,Dactylorhiza praetermissa forma junialis,
358271,89,Dactylorhiza praetermissa subsp. junialis,
358212,89,Dactyorchis fuchsii subsp. fuchsii,
358290,89,Daphne laureola,
358297,89,Daucus carota,
360407,89,Deschampsia caespitosa,
360409,89,Deschampsia cespitosa,
360406,89,Deschampsia cespitosa,
358307,89,Deschampsia flexuosa,
358319,78,Diaphasium alpinum,
360417,89,Digitalis purpurea,
359112,89,Digraphis arundinacea,
369555,89,Dioscorea communis,
358316,78,Diphasiastrum alpinum,
358317,78,Diphasiastrum complanatum subsp. alpinum,
358322,78,Diphasium alpinum,
360438,89,Dipsacus fullonum,
360437,89,Dipsacus fullonum,
360177,89,Dissosperma claviculata,
359551,89,Dondia maritima,
358332,89,Drosera anglica,
358336,89,Drosera intermedia,
358337,89,Drosera longifolia,
358333,89,Drosera longifolia,
360439,89,Drosera rotundifolia,
358587,87,Dryopteris disjuncta,
358571,87,Dryopteris disjuncta,
358566,87,Dryopteris dryopteris,
358585,87,Dryopteris dryopteris,
358980,87,Dryopteris limbosperma,
359003,87,Dryopteris limbosperma,
358574,87,Dryopteris linnaeana,
358985,87,Dryopteris montana,
358974,87,Dryopteris oreopteris,
358575,87,Dryopteris pulchella,
358345,89,Eleocharis multicaulis,
358344,89,Eleocharis multicaulis,
368685,89,Elodea canadensis/nutallii,
358358,89,Elymus athericus,
358373,89,Elymus athericus,
358376,89,Elymus pungens,
358372,89,Elymus pungens,
358368,89,Elymus pycnanthus,
358360,89,Elymus pycnanthus,
358354,89,Elytrigia atherica,
358355,89,Elytrigia atherica,
358371,89,Elytrigia atherica,
358363,89,Elytrigia pungens,
358362,89,Elytrigia pycnantha,
358369,89,Elytrigia pycnantha,
360454,89,Empetrum nigrum,
360718,89,Endymion non-scripta,
360719,89,Endymion non-scriptus,
358948,89,Enydria aquatica,
360458,89,Epilobium hirsutum,
358390,99,Equisetum arenarium,
358377,99,Equisetum arvense,
368709,99,Equisetum fluviatile,
368711,99,Equisetum fluviatile subsp. limosum,
368723,99,Equisetum fluviatile subsp. limosum,
368712,99,Equisetum heleocharis,
368713,99,Equisetum lacustre,
368710,99,Equisetum limosum,
368714,99,Equisetum limosum subsp. fluviatile,
368715,99,Equisetum limosum var. fluviatile,
358391,99,Equisetum nodosum,
358389,99,Equisetum palustre,
358392,99,Equisetum tuberosum,
358379,99,Equisetum umbrosum,
360465,89,Erica cinerea,
360476,89,Erica tetralix,
359994,89,Erica vulgaris,
358400,89,Eriophorum angustifolium,
358428,89,Eriophorum brachyantherum,
358427,89,Eriophorum brachyantherum,
358426,89,Eriophorum brachyantherum,
358414,89,Eriophorum opacum,
358412,89,Eriophorum vaginatum,
362057,89,Ervum hirsutum,
358429,89,Euonymus europaeus,
360482,89,Euphorbia amygdaloides,
358440,89,Euphorbia exigua,
360489,89,Euphorbia helioscopia,
360483,89,Euphorbia turneri,
358963,89,Euphrasia verna,
361436,87,Eupteris aquilina,
361415,87,Eupteris aquilina,
358445,89,Filago minima,
358446,89,Filago minima,
360524,89,Filipendula hexapetala,
360525,89,Filipendula hexapetala,
360499,89,Filipendula ulmaria,
360518,89,Filipendula vulgaris,
361348,89,Fragaria sterilis,
360526,89,Fragaria vesca,
364719,89,Fumaria,
360178,89,Fumaria claviculata,
359652,89,Galearia fragifera,
359658,89,Galearia fragifera,
359651,89,Galearia fragiferum,
360812,89,Galeobdolon luteum,
360814,89,Galeopsis galeobdolon,
360542,89,Galium aparine,
358453,89,Galium boreale,
360359,89,Galium cruciata,
360584,89,Galium harcynicum,
360585,89,Galium hercynicum,
360563,89,Galium mollugo,
360570,89,Galium odoratum,
358462,89,Galium palustre,
358475,89,Galium pumilum subsp. septentrionale,
360586,89,Galium rupicola,
360583,89,Galium saxatile,
358473,89,Galium sterneri,
358474,89,Galium sterneri subsp. septentrionale,
360593,89,Galium verum,
360594,89,Galium verum subsp. maritimum,
358479,89,Genista anglica,
358490,89,Genista tinctoria,
358510,89,Gentiana amarella,
359952,89,Gentiana perfoliata,
358509,89,Gentianella amarella,
358508,89,Gentianella amarella,
358525,89,Geranium angulatum,
360605,89,Geranium robertianum,
358516,89,Geranium sanguineum,
358524,89,Geranium sylvaticum,
360623,89,Geum urbanum,
360639,89,Glaucium flavum,
360640,89,Glaucium glaucium,
360641,89,Glaucium luteum,
358539,89,Glaux maritima,
368724,89,Glebionis segetum,
360650,89,Glechoma hederacea,
358543,89,Glyceria aquatica,
359161,89,Glyceria burdoni,
359162,89,Glyceria festuciformis,
359163,89,Glyceria maritima,
358542,89,Glyceria maxima,
358541,89,Glyceria maxima,
359845,89,Gnaphalium dioicum,
358448,89,Gnaphalium minimum,
360190,87,Grammitis ceterach,
358557,89,Gymnadena conopsea,
358553,89,Gymnadenia conopsea,
358554,89,Gymnadenia conopsea,
358576,87,Gymnocarpium disjunctum,
358565,87,Gymnocarpium dryopteris,
360191,87,Gymnogramma ceterach,
360192,87,Gymnopteris ceterach,
359146,89,Habenaria bifolia,
358555,89,Habenaria conopsea,
358556,89,Habenaria gymnadenia,
364657,89,Halimione,
357857,89,Halimione portulacoides,
358792,89,Haloscias scotica,
360658,89,Hedera helix,
360665,89,Helianthemum bickhami,
360666,89,Helianthemum chamaecistus,
360680,89,Helianthemum chamaecistus,
360667,89,Helianthemum helianthemum,
360664,89,Helianthemum nummularium,
360663,89,Helianthemum nummularium,
360681,89,Helianthemum vulgare,
360679,89,Helianthemum vulgare,
358596,89,Helictotrichon alpinum,
358591,89,Helictotrichon pratense,
359125,89,Helminthotheca echioides,
359124,89,Helmintia echioides,
358983,87,Hemesteum montanum,
358986,87,Hemestheum montanum,
360193,87,Hemidictyum ceterach,
358604,89,Heracleum mantegazzianum,
360682,89,Heracleum sphondylium,
358159,89,Hieracium paludosum,
361178,89,Hieracium pilosella,
361188,89,Hieracium pilosella subsp. euronotum,
361189,89,Hieracium pilosella subsp. melanops,
361190,89,Hieracium pilosella subsp. micradenium,
361191,89,Hieracium pilosella subsp. tricholepium,
361192,89,Hieracium pilosella subsp. trichosoma,
360700,89,Hippocrepis comosa,
360710,89,Hippuris vulgaris,
358608,89,Holcus lanatus,
358618,89,Honckenya peploides,
358620,89,Honkenya peploides,
358637,89,Hordeum nodosum,
358636,89,Hordeum nodosum,
358628,89,Hordeum pratense,
358626,89,Hordeum secalinum,
358625,89,Hordeum secalinum,
358639,89,Hottonia palustris,
358647,78,Huperzia selago,
358648,78,Huperzia selago,
358651,78,Huperzia selago subsp. arctica,
360717,89,Hyacinthoides non-scripta,
360722,89,Hyacinthus non-scriptus,
360728,89,Hydrocharis morsus-ranae,
360731,89,Hydrocotyle vulgaris,
358670,89,Hypericum acutum,
358663,89,Hypericum elodes,
358671,89,Hypericum quadrangulum,
358672,89,Hypericum quadratum,
358669,89,Hypericum tetrapterum,
358668,89,Hypericum tetrapterum,
358681,89,Hypochaeris radicata,
358682,89,Hypochoeris radicata,
360748,89,Ilex aquifolium,
360756,89,Impatiens glandulifera,
360757,89,Impatiens roylei,
358692,89,Inula conyza,
358691,89,Inula conyzae,
358693,89,Inula squarrosa,
358694,89,Inula vulgaris,
360766,89,Iris pseudacorus,
358706,89,Jasione montana,
358820,89,Juncoides multiflora,
358832,89,Juncoides sylvatica,
358822,89,Juncus campestris var. multiflorus,
358714,89,Juncus gerardii,
368690,89,Juncus inflexus/effusus/conglomeratus,
358720,89,Juncus squarrosus,
358843,89,Juncus sylvaticus,
358833,89,Juncus sylvaticus,
360787,81,Juniperus borealis,
360785,81,Juniperus communis,
360800,89,Kickxia elatine,
358727,89,Kickxia spuria,
358738,89,Knautia arvensis,
358737,89,Knautia arvensis,
358923,89,Lactuca muralis,
358751,89,Lactuca scariola,
358750,89,Lactuca serriola,
360820,89,Lamiastrum galeobdolon,
358757,89,Lamium amplexicaule,
360809,89,Lamium galeobdolon,
358577,87,Lastrea dryopteris,
359004,87,Lastrea limbosperma,
358981,87,Lastrea limbosperma,
359001,87,Lastrea montana,
358975,87,Lastrea montana,
359002,87,Lastrea oreopteris,
358976,87,Lastrea oreopteris,
358768,89,Lathyrus linifolius,
358767,89,Lathyrus linifolius,
358783,89,Lathyrus linifolius var. montanus,
358769,89,Lathyrus linifolius var. montanus,
358770,89,Lathyrus macrorrhizus,
358771,89,Lathyrus montanus,
360825,89,Lathyrus pratensis,
358772,89,Lathyrus tuberosus,
358785,89,Lemna gibba,
359535,89,Lemna polyrhiza,
360836,89,Lemna trisculca,
360835,89,Lemna trisulca,
358846,78,Lepidotis clavata,
358855,78,Lepidotis clavata,
360845,89,Leucanthemum vulgare,
358791,89,Ligusticum scoticum,
364694,89,Limonium,
360801,89,Linaria elatine,
358063,89,Linaria minor,
358728,89,Linaria spuria,
360854,89,Linum catharticum,
358801,89,Listera cordata,
358800,89,Listera cordata,
368925,89,Listera ovata,
368936,89,Listera ovata,
368937,89,Listera ovata,
368926,89,Listera ovata,
360861,89,Littorella lacustris,
360860,89,Littorella uniflora,
358809,89,Lobelia dortmanna,
358447,89,Logfia minima,
359958,87,Lomaria spicant,
360868,89,Lonicera periclymenum,
360889,89,Lotus corniculatus,
360911,89,Lotus major,
360910,89,Lotus pedunculatus,
360920,89,Lotus uliginosus,
360912,89,Lotus uliginosus,
358821,89,Luzula erecta,
358834,89,Luzula maxima,
358819,89,Luzula multiflora,
358831,89,Luzula sylvatica,
358830,89,Luzula sylvatica,
361664,89,Lychnis dioica,
368771,89,Lychnis flos-cuculi,
368756,89,Lychnis flos-cuculi,
361689,89,Lychnis vespertina,
358652,78,Lycopodium abietiforme,
358318,78,Lycopodium alpinum,
358323,78,Lycopodium chamaecyparissus,
358845,78,Lycopodium clavatum,
358321,78,Lycopodium complanatum,
358329,78,Lycopodium complanatum,
358331,78,Lycopodium complanatum,
358330,78,Lycopodium complanatum subsp. alpinum,
358320,78,Lycopodium complanatum subsp. alpinum,
358653,78,Lycopodium densum,
358649,78,Lycopodium selago,
360923,89,Lycopus europaeus,
360935,89,Lysichiton americanus,
360934,89,Lysichiton americanus,
358533,89,Lysimachia maritima,
358540,89,Lysimachia maritima,
360940,89,Lysimachia nemorum,
359810,89,Lysimachia tenella,
360951,89,Lysimachia vulgaris,
360957,89,Lythrum salicaria,
358857,89,Matricaria chamomilla,
358865,89,Matricaria chamomilla,
358859,89,Matricaria chamomilla var. recutita,
359679,89,Matricaria inodora,
359687,89,Matricaria maritima subsp. inodora,
359678,89,Matricaria maritima subsp. inodora,
359681,89,Matricaria perforata,
358856,89,Matricaria recutita,
358868,89,Medicago lupulina,
358869,89,Medicago lupulina subsp. willdenowiana,
358875,89,Medicago lupulina subsp. willdenowiana,
358876,89,Melampyrum pratense,
358877,89,Melampyrum vulgatum,
361665,89,Melandrium dioicum,
361668,89,Melandrium dioicum var. zetlandicum,
361666,89,Melandrium rubrum,
360971,89,Melica uniflora,
360978,89,Mentha aquatica,
360984,89,Menyanthes trifoliata,
360995,89,Mercurialis perennis,
364663,89,Mesembryanthemum edule,
359680,89,Metricaria perforata,
358065,89,Microrrhinum minus,
364644,89,Milium effusum,
358895,89,Minuartia gerardi,
358891,89,Minuartia verna,
358654,78,Mirmau selago,
361008,89,Moehringia trinervia,
358903,89,Molinia caerulea,
358545,89,Molinia maxima,
358914,89,Montia fontana,
358922,89,Mycelis muralis,
358929,89,Myrica gale,
358946,89,Myriophyllum aquaticum,
358945,89,Myriophyllum aquaticum,
358947,89,Myriophyllum brasiliense,
358952,89,Myriophyllum brasiliense,
358953,89,Nardus stricta,
361019,89,Narthecium ossifragum,
361018,89,Narthecium ossifragum,
359190,89,Nasturtium officianale,
359208,89,Nasturtium officinale,
359192,89,Nasturtium officinale,
368935,89,Neottia ovata,
360651,89,Nepeta glechoma,
